,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Kishtwar,68,IN,1547351349,70,33.31,75.77,20.88,1.7
375,Bahia de Caraquez,40,EC,1547348400,88,-0.6,-80.42,77.0,4.7
376,Guerrero Negro,64,MX,1547351349,95,27.97,-114.04,57.42,4.05
377,Vestmannaeyjar,36,IS,1547351311,100,63.44,-20.27,34.92,10.92
378,Cuamba,92,MZ,1547351351,99,-14.8,36.54,68.49,6.62
379,Kununurra,12,AU,1547348400,58,-15.77,128.74,87.8,3.36
380,Osoyoos,75,CA,1547348880,85,49.03,-119.47,33.8,5.82
381,Erenhot,0,CN,1547351358,58,43.65,111.97,11.34,4.88
382,Praxedis Guerrero,90,MX,1547348280,41,31.37,-106.02,50.0,9.17
383,Tabuk,20,PH,1547351359,64,17.41,121.44,74.34,2.37
384,Pisco,0,PE,1547348400,88,-13.71,-76.2,71.6,14.99
385,Hami,92,CN,1547351359,71,42.84,93.51,13.59,4.38
386,Mezhdurechensk,0,RU,1547351362,74,53.69,88.07,-7.39,2.3
387,Adrar,0,DZ,1547348400,44,27.87,-0.29,37.4,9.17
388,Tromso,90,NO,1547349600,92,69.65,18.96,26.6,9.17
389,Eureka,1,US,1547350500,100,40.8,-124.16,51.8,4.7
390,Clyde River,1,CA,1547348400,73,70.47,-68.59,-34.61,5.82
391,Trincomalee,92,LK,1547351365,100,8.58,81.23,75.15,6.4
392,Port Macquarie,0,AU,1547348400,40,-31.43,152.91,86.0,14.99
393,Sorong,12,ID,1547351366,100,-0.86,131.25,82.53,7.85
394,Shaunavon,0,CA,1547351366,70,49.65,-108.41,19.26,2.86
395,Pierreville,90,CA,1547348400,84,46.07,-72.81,-2.21,3.76
396,Mandalgovi,8,MN,1547351366,57,45.76,106.27,2.88,9.75
397,Riyadh,0,SA,1547348400,30,24.63,46.72,53.6,3.36
398,Gambela,0,ET,1547351336,69,8.25,34.59,51.12,2.53
399,Cangzhou,0,CN,1547351367,55,38.3,116.85,38.52,5.5
400,Santa Flavia,8,CL,1547351367,68,-51.55,-72.35,45.36,20.65
401,Sembakung,40,ID,1547348400,70,3.82,117.25,86.0,6.93
402,Solnechnyy,36,RU,1547351368,62,50.72,136.64,-7.57,3.31
403,Izumo,20,JP,1547348400,57,35.37,132.75,50.0,5.82
404,Ilhabela,0,BR,1547351368,100,-23.78,-45.36,79.02,11.43
405,Isfana,0,KG,1547350200,74,39.84,69.53,35.6,20.13
406,Seoul,1,KR,1547350200,44,37.57,126.98,41.0,4.7
407,Conde,0,BR,1547351373,94,-11.81,-37.61,75.51,5.21
408,Rosetown,0,CA,1547351373,46,51.55,-107.99,6.21,2.86
409,Warren,90,US,1547350560,72,42.48,-83.03,27.14,12.75
410,Pathalgaon,0,IN,1547351095,83,22.56,83.46,57.78,2.19
411,Causapscal,68,CA,1547351374,69,48.35,-67.23,15.12,10.25
412,Sant Feliu de Guixols,0,ES,1547348400,100,41.78,3.03,33.8,4.7
413,Jacareacanga,8,BR,1547351374,79,-6.22,-57.76,78.3,3.31
414,Andros Town,75,BS,1547348400,69,24.73,-77.79,73.4,17.22
415,Umm Lajj,76,SA,1547351375,100,25.02,37.27,69.39,8.23
416,Sipe Sipe,75,BO,1547348400,52,-17.45,-66.36,66.2,10.29
417,Ahipara,68,NZ,1547351375,69,-35.17,173.16,73.35,10.36
418,Murakeresztur,80,HU,1547351376,87,46.36,16.88,27.09,3.53
419,Abu Zabad,0,SD,1547351376,67,12.35,29.25,57.96,3.49
420,Aklavik,20,CA,1547348400,66,68.22,-135.01,-32.81,3.36
421,Havoysund,56,NO,1547349600,80,71.0,24.66,30.2,21.92
422,Half Moon Bay,40,US,1547348340,59,37.46,-122.43,59.0,8.05
423,Collie,0,AU,1547351377,34,-33.36,116.15,82.44,15.84
424,Ossora,0,RU,1547351377,90,59.24,163.07,3.78,4.99
425,Umm Kaddadah,8,SD,1547351379,72,13.6,26.69,50.94,2.75
426,Shiraz,0,IR,1547350200,59,29.61,52.54,33.8,2.19
427,Riverton,90,US,1547348700,87,43.02,-108.38,8.96,1.59
428,Mogadishu,68,SO,1547351101,100,2.04,45.34,78.93,22.32
429,Wamba,64,CD,1547351381,79,2.14,27.99,70.65,2.04
430,Majalgaon,0,IN,1547351381,72,19.16,76.21,63.27,2.75
431,Fare,100,PF,1547351381,100,-16.7,-151.02,82.44,23.55
432,Brae,92,GB,1547349600,87,60.4,-1.35,48.2,27.51
433,Deneysville,0,ZA,1547351381,100,-26.89,28.1,60.3,6.51
434,Tongling,0,CN,1547351382,94,30.93,117.81,46.44,4.38
435,Santa Rosa,90,AR,1547346900,82,-36.62,-64.29,62.6,6.93
436,Nangong,0,CN,1547351382,69,37.36,115.37,38.79,3.09
437,Hays,90,US,1547349360,92,38.88,-99.33,26.6,9.17
438,Egvekinot,12,RU,1547351347,0,66.32,-179.17,-39.34,4.61
439,Tabou,12,CI,1547351385,100,4.42,-7.36,82.26,6.11
440,Olga,1,US,1547350500,81,34.11,-118.17,57.92,1.48
441,Anadyr,0,RU,1547348400,68,64.73,177.51,-18.41,4.47
442,Alice Springs,0,AU,1547348640,12,-23.7,133.88,105.8,17.22
443,Severomuysk,24,RU,1547351386,49,56.17,113.57,-20.17,1.81
444,Parry Sound,0,CA,1547351391,61,45.34,-80.04,-7.3,2.75
445,Majene,0,ID,1547351391,95,-3.54,118.97,84.33,3.71
446,Sabha,0,LY,1547351391,78,27.03,14.43,25.38,5.77
447,Mehamn,80,NO,1547351392,87,71.03,27.85,30.33,11.1
448,Urucara,0,BR,1547351393,90,-2.54,-57.76,76.32,3.98
449,Kitui,0,KE,1547351394,63,-1.37,38.02,55.62,4.27
450,Marsh Harbour,24,BS,1547351388,100,26.54,-77.06,74.34,14.61
451,Okha,56,RU,1547351394,83,53.59,142.95,11.79,14.79
452,Mitu,44,IR,1547351394,92,36.2,46.09,24.12,3.27
453,Jaca,0,ES,1547348400,80,42.57,-0.55,33.8,6.93
454,Cassilandia,12,BR,1547351395,73,-19.11,-51.73,72.54,3.31
455,Manadhoo,0,MV,1547351395,100,5.77,73.38,81.81,8.86
456,Nizhnevartovsk,40,RU,1547350200,84,60.93,76.58,3.2,15.66
457,Boa Vista,0,BR,1547348400,65,2.82,-60.67,80.6,13.87
458,Ampanihy,76,MG,1547351400,92,-24.69,44.75,71.46,3.04
459,Maun,8,BW,1547351400,72,-19.99,23.42,70.74,4.54
460,Rawson,0,AR,1547350982,51,-43.3,-65.11,60.48,10.8
461,Cockburn Town,88,TC,1547351400,100,21.46,-71.14,75.15,17.81
462,Lieksa,0,FI,1547351400,88,63.32,30.02,18.99,5.32
463,Synya,76,RU,1547351401,81,65.37,58.04,14.49,11.36
464,Souillac,90,FR,1547348400,93,45.6,-0.6,48.2,5.82
465,Quatre Cocos,40,MU,1547348400,78,-20.21,57.76,80.6,11.41
466,Killybegs,92,IE,1547351401,97,54.63,-8.45,48.69,22.66
467,Yerbogachen,8,RU,1547351402,55,61.28,108.01,-19.27,4.5
468,Sokoni,92,CD,1547351403,99,-12.89,28.78,63.54,1.59
469,Tambacounda,0,SN,1547348400,32,13.77,-13.67,69.8,4.7
470,Payakumbuh,88,ID,1547351405,91,-0.23,100.63,77.67,2.98
471,Sioux Lookout,90,CA,1547348400,85,50.1,-91.92,17.6,6.93
472,Sacramento,1,US,1547350500,93,38.58,-121.49,53.6,7.52
473,Falavarjan,68,IR,1547350200,86,32.56,51.51,37.4,2.59
474,Maniitsoq,44,GL,1547351406,100,65.42,-52.9,6.84,5.84
475,Wagga Wagga,12,AU,1547348400,29,-35.12,147.37,98.6,14.99
476,Opuwo,0,NA,1547351301,53,-18.06,13.84,52.65,3.27
477,Torrijos,0,ES,1547351407,68,39.98,-4.28,22.41,4.05
478,The Valley,40,AI,1547348400,83,18.22,-63.06,75.2,5.82
479,Keti Bandar,0,PK,1547351407,100,24.14,67.45,65.61,13.33
480,La Pila,40,EC,1547348400,88,-1.11,-80.58,77.0,4.7
481,Kulhudhuffushi,0,MV,1547351408,100,6.62,73.07,81.72,7.9
482,Yuncheng,48,CN,1547351408,66,35.03,111.0,33.66,0.74
483,Thinadhoo,20,MV,1547351408,100,0.53,72.93,82.26,8.57
484,Warmbad,80,DE,1547349600,86,50.67,13.08,39.2,12.75
485,Jalapa,20,GT,1547348400,72,14.63,-89.98,62.6,13.87
486,Gikongoro,80,RW,1547351410,92,-2.46,29.57,56.16,1.07
487,Santa Isabel,80,CO,1547351410,75,4.71,-75.1,66.42,2.98
488,Cairns,56,AU,1547348400,62,-16.92,145.77,87.8,16.11
489,Raikot,92,IN,1547351411,94,30.65,75.6,52.2,3.83
490,Tilichiki,0,RU,1547351411,67,60.47,166.1,-9.28,2.86
491,Koslan,88,RU,1547351411,73,63.46,48.9,16.56,7.74
492,Benguela,48,AO,1547351412,100,-12.58,13.4,73.98,2.86
493,Naze,12,NG,1547351412,88,5.43,7.07,72.0,6.62
494,Jutai,68,BR,1547351412,96,-1.71,-47.89,74.88,4.76
495,Hofn,92,IS,1547351353,100,64.25,-15.21,36.54,19.64
496,Kikwit,44,CD,1547351413,97,-5.04,18.82,69.48,2.86
497,Balezino,80,RU,1547351413,84,57.97,53.01,16.29,4.99
498,Vila Velha,75,BR,1547348400,83,-3.71,-38.6,80.6,3.36
499,Comodoro Rivadavia,0,AR,1547348400,25,-45.87,-67.48,64.4,10.29
500,Ust-Kuyga,36,RU,1547351413,0,70.0,135.55,-36.1,2.86
501,Shar,8,NG,1547351414,69,7.3,8.73,67.68,2.53
502,Krasne,90,UA,1547350200,80,49.91,24.61,30.2,11.18
503,Nicoya,0,CR,1547348400,51,10.15,-85.45,80.6,19.46
504,Tsiroanomandidy,24,MG,1547351415,94,-18.77,46.05,62.46,2.82
505,La Libertad,75,PE,1547348400,87,-16.38,-71.56,53.6,3.36
506,Norman,90,US,1547350800,86,35.22,-97.44,36.14,13.87
507,College,1,US,1547348280,72,64.86,-147.8,-5.08,4.32
508,Yarada,8,IN,1547350200,83,17.65,83.27,71.6,5.82
509,Lubango,0,AO,1547351416,83,-14.92,13.49,53.46,0.36
510,Namibe,0,AO,1547351416,100,-15.19,12.15,72.63,8.75
511,San Quintin,0,PH,1547351417,62,17.54,120.52,79.11,3.53
512,Svetlogorsk,90,RU,1547350200,92,53.14,59.15,21.2,17.9
513,Port Hueneme,20,US,1547348220,68,34.15,-119.2,55.94,10.29
514,Manavalakurichi,20,IN,1547350200,74,8.13,77.3,82.4,3.36
515,Serramanna,75,IT,1547349600,81,39.42,8.92,51.8,9.17
516,Akdepe,40,TM,1547350200,80,42.05,59.39,35.6,16.11
517,Sarangani,92,PH,1547351418,100,5.4,125.46,75.15,2.48
518,Upata,20,VE,1547351418,74,8.02,-62.41,73.08,7.9
519,Diego de Almagro,0,CL,1547351418,84,-26.39,-70.05,54.99,1.86
520,Port Blair,0,IN,1547351419,98,11.67,92.75,83.25,12.77
521,Voronovytsya,90,UA,1547350200,74,49.11,28.68,28.4,8.95
522,Rio Gallegos,0,AR,1547348400,53,-51.62,-69.22,50.0,18.34
523,Coos Bay,1,US,1547348160,92,43.37,-124.22,50.0,1.59
524,Simdega,0,IN,1547351420,82,22.61,84.51,60.21,3.6
525,Praia da Vitoria,20,PT,1547348400,82,38.73,-27.07,59.0,22.32
526,Mount Gambier,0,AU,1547348400,42,-37.83,140.78,80.6,18.34
527,Changqing,0,CN,1547348400,81,31.81,117.24,42.8,4.47
528,Coalinga,1,US,1547348160,79,36.14,-120.36,53.06,2.59
529,Jalingo,8,NG,1547351421,39,10.3,10.93,63.72,8.34
530,Berlin,75,DE,1547349600,93,52.52,13.39,41.0,12.75
531,Praya,40,ID,1547348400,66,-8.71,116.27,89.6,3.36
532,Soyo,48,AO,1547351422,97,-6.13,12.37,75.33,3.38
533,Cristalina,0,BR,1547351422,87,-16.77,-47.61,67.68,2.59
534,Biri,88,NO,1547351422,83,60.95,10.61,12.33,2.19
535,Bontang,8,ID,1547351359,90,0.12,117.47,84.78,8.52
536,Comandau,8,RO,1547351423,65,45.77,26.27,12.69,3.53
537,Yasnyy,88,RU,1547351425,90,64.04,44.09,25.74,6.51
538,Santa Cruz,90,US,1547350200,81,36.97,-122.03,57.2,2.26
539,Ishigaki,75,JP,1547348400,77,24.34,124.16,69.8,13.87
540,Iguape,88,BR,1547351427,100,-24.7,-47.56,76.86,5.5
541,Russell,75,AR,1547348400,77,-33.01,-68.8,69.8,6.93
542,Kieta,80,PG,1547351430,89,-6.22,155.63,84.51,3.76
543,Fort Wellington,8,GY,1547351430,100,6.4,-57.6,77.76,14.27
544,Anito,44,PH,1547351430,97,12.45,125.29,80.91,17.69
545,Qaqortoq,92,GL,1547347800,96,60.72,-46.03,32.0,8.05
546,Birao,0,CF,1547351441,62,10.3,22.78,62.64,5.5
547,Sambava,68,MG,1547351382,100,-14.27,50.17,78.48,7.78
548,Gelibolu,75,TR,1547347800,80,40.41,26.67,39.2,13.87
549,Najran,0,SA,1547348400,77,17.54,44.22,50.0,2.48
550,Zeya,44,RU,1547351442,60,53.74,127.27,-3.34,2.86
551,Dongzhen,24,CN,1547351451,73,43.33,129.73,19.62,2.75
552,Shingu,20,JP,1547348400,100,33.72,135.99,53.6,12.75
553,Grand-Santi,76,GF,1547351452,99,4.27,-54.38,71.91,2.3
554,Katsuura,40,JP,1547348400,53,33.93,134.5,50.0,12.75
555,Ginda,92,IN,1547351453,100,30.69,78.49,32.04,1.59
556,Livingston,75,US,1547348700,93,32.58,-88.19,57.92,3.36
557,Baykit,0,RU,1547351456,0,61.68,96.39,-35.47,3.04
558,Irtyshskiy,88,RU,1547351456,83,58.33,68.13,14.76,11.43
559,Evensk,0,RU,1547351456,100,61.92,159.24,2.97,6.78
560,Nongan,75,CN,1547348400,79,44.43,125.17,26.6,8.95
561,Maputo,75,MZ,1547348400,73,-25.97,32.57,75.2,10.29
562,Xichang,0,CN,1547351457,17,27.88,102.25,58.95,1.97
563,Mega,0,ET,1547351247,30,4.06,38.32,55.71,7.74
564,Khandyga,12,RU,1547351189,0,62.65,135.58,-41.59,2.82
565,Maldonado,0,UY,1547348400,82,-34.91,-54.96,68.0,11.41
566,Apricena,0,IT,1547351458,100,41.78,15.44,47.52,3.76
567,Maine-Soroa,0,NE,1547351459,48,13.21,12.02,62.91,10.87
568,Sumbawanga,20,TZ,1547348400,93,-7.95,31.62,60.8,2.19
569,Hamilton,90,BM,1547348100,77,32.3,-64.78,60.8,8.05
570,Kondinskoye,80,RU,1547351460,84,59.65,67.41,14.31,10.31
571,Sao Joao da Barra,48,BR,1547351460,96,-21.64,-41.05,79.38,14.67
572,Porosozero,0,RU,1547351460,88,62.72,32.71,18.81,6.89
573,North Bend,1,US,1547348160,92,43.41,-124.22,50.0,1.59
574,Kudahuvadhoo,88,MV,1547351461,100,2.67,72.89,81.99,11.25
575,Semey,0,KZ,1547350200,83,50.41,80.25,-4.01,6.71
576,Aden,0,YE,1547351462,100,12.79,45.03,76.32,16.96
577,North Myrtle Beach,75,US,1547350500,100,33.83,-78.68,48.2,5.82
578,Hay River,90,CA,1547348400,83,60.82,-115.79,-5.81,10.29
579,Isangel,64,VU,1547350978,100,-19.55,169.27,79.38,4.76
580,San Rafael del Sur,20,NI,1547348400,73,11.85,-86.44,75.2,4.7
581,Rundu,8,NA,1547351463,29,-17.91,19.77,68.76,9.75
582,High Level,20,CA,1547348400,84,58.52,-117.13,6.8,10.29
583,Barillas,75,ES,1547348400,65,41.97,-1.66,44.6,16.11
584,Hounde,0,BF,1547351463,32,11.5,-3.52,64.8,8.01
585,Bullhead City,40,US,1547350500,41,35.15,-114.57,57.92,3.36
586,Altay,0,CN,1547351465,30,47.83,88.13,-10.9,1.86
587,Loei,20,TH,1547348400,69,17.49,101.72,78.8,3.36
588,Durango,1,US,1547347980,100,37.28,-107.88,33.98,8.05
589,Khorramshahr,90,IR,1547348400,57,30.43,48.18,51.8,4.7
590,Marawi,88,PH,1547351263,70,8.0,124.29,79.11,3.38
591,Kuryk,92,KZ,1547351466,98,43.18,51.68,42.84,2.48
592,Noumea,75,NC,1547350200,62,-22.28,166.46,87.8,20.8
593,Mana,75,RS,1547350200,92,43.52,20.24,28.4,4.7
594,Morro Bay,40,US,1547348820,82,35.37,-120.85,55.04,4.7
595,Otane,100,NZ,1547351471,71,-39.89,176.62,69.48,3.31
596,Mattru,64,SL,1547351471,77,7.62,-11.83,77.58,4.61
597,Klaksvik,92,FO,1547349600,93,62.23,-6.59,41.0,14.99
598,Havelock,90,US,1547348940,96,34.88,-76.9,42.98,6.93
